Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Sector,SIC Section,SIC Code,Ownership Classification,Legal Form,Legal Form Subcategory 1,Legal Form Subcategory 1,UK Nation,Type of Organisation,Registered Status,Registered Number,Registrar,Incorporation Date,Dissolved Date,Organisation Name,WC Legal Form
R002825,The Slipway Co-operative,"A workers co-operative, we build new, repair and restore timber yachts and are passionate about providing you with the, for you, perfect boat.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Underfall Yard
Shed 2 Cumberland Road",Bristol,"Bristol, City of",BS1 6XG,GB,,http://www.underfallboatyard.co.uk,,,,,04600114,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,32990,Workers,Company,,,England,,Live,04600114,Companies House,2002-11-25,,The Slipway Co-operative Ltd,
R002830,Laurieston Hall People Centre,"A workers co-operative, offering training courses and events.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Laurieston Hall
Laurieston",Castle Douglas,Dumfries and Galloway,DG7 2NB,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Society,,,Scotland,,Live,2596RS,FCA,2002-12-23,,Laurieston Hall People Centre Limited,
R003263,Gaia (Leamington Spa),"Formed in 1997, Gaia was Leamington's first workers co-operative. Its members operate an ethical wholefood shop in the Old Town.

Gaia aims to promote ethical trading by running a profitable wholefood business on ethical principles.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,7 Regent Place,Leamington Spa,Warwickshire,CV31 1EH,GB,,http://www.gaia.coop,,,,,03440258,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47210,Workers,Company,,,England,,Live,03440258,Companies House,1997-09-26,,Gaia (Leamington Spa) Limited,
R002847,Footprint Workers Co-operative,"Footprint is a workers co-operative based at Cornerstone Resource Centre, Chapeltown in Leeds. Footprint was set up to provide printing services to the highest possible ethical and environmental standards. We have 2 current members who both live in Cornerstone Housing Co-op and have been involved in social and ecological activism for a number of years.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"16 Sholebroke Avenue
Chapeltown",Leeds,Leeds,LS7 3HB,GB,,http://www.footprinters.co.uk,,,,,03357921,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"Arts, Entertainment and Recreation",90030,Workers,Company,,,England,,Live,03357921,Companies House,1997-04-22,,Footprint Workers Co-operative Ltd.,
R002513,Co-operative and Mutual Solutions (CMS),"Co-operative and Mutual Solutions has been working with co-operative and social enterprises since 2002. We are a worker co-operative ourselves with a passion for values based, member led businesses.

Our directors have over 30 years experience and are active in their local communities and in the co-operative movement regionally and nationally. CMS delivers its services mainly in the North West of England.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"16-17 Victoria Buildings
Waterside",Darwen,Blackburn with Darwen,BB3 3PA,GB,,http://www.cms.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70220,Workers,Society,,,England,,Live,29378R,FCA,2002-04-05,,Co-operative and Mutual Solutions Limited,
R002515,Ethos Public Relations,"Ethos public relations offers a wide range of PR and marketing services for businesses large and small. Whether you need a complete communications package, help with a one off project or would like us to deal with social media - we can deliver a cost effective solution.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"The Yew Tree Inn
High Street
Gresford",Wrexham,Wrexham,LL12 8RF,GB,,http://www.ethos-pr.com,,,,,05818774,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",70210,Workers,Company,,,Wales,,Live,05818774,Companies House,2006-05-16,,Ethos Public Relations Limited,
R002850,Dynamix,"Dynamix is a workers co-operative based in Swansea, South Wales. We are a training company that specialises in delivering custom training packages designed to suit your needs. We work with a diverse range of organisations to deliver training around serious issues - for example, young peoples rights - in an enjoyable way. After all, if you do not enjoy the training you recieve you're not likely to learn much from it.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Unit 4D
Cwm Road",Swansea,Swansea,SA1 2AY,GB,,http://www.dynamix.coop,,,,,02413574,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Other Service Activities,96090,Workers,Company,,,Wales,,Live,02413574,Companies House,1989-08-15,,Dynamix Limited,
R002851,North East Music Co-operative (NEMCO),"In 1995, Newcastle upon Tyne City Council disbanded it's schools instrumental teaching service due to cut backs in funding. In response, 18 peripatetic music teachers from the service formed NEMCO with the full support of the City Council, schools and relevant trade unions to continue offering tuition to schools in the area. Currently, there are 33 teachers (October 2002). In the development report from the Local Authority 2001 it was quoted that approximately 8% of pupils were learning through Nemco and the numbers of pupils had increased by 28%. Nemco has broadened the range of services provided to schools. Nemco was mentioned on David Blunkett's Website - www.davidblunkett.org.uk and in the Co-operative commission report. We also provide tuition in surrounding authorities.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"McCracken Park
Great North Road
Gosforth",Newcastle,Newcastle upon Tyne,NE3 2DT,GB,,http://www.nemco.org.uk,,,,,03079979,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,,,England,,Live,03079979,Companies House,1995-07-14,,North East Music Co-operative Limited,
R003285,Sez-U Community Theatre,"Sez-U Community Theatre specialises in drawing on the stories and history of individuals, groups and communities to create new and vibrant works of drama.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,28 Aylesford Street,Leamington Spa,Warwickshire,CV31 2AH,GB,,http://www.facebook.com/sezucommunitytheatre/,,,,,03669098,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"Arts, Entertainment and Recreation",90010,Workers,Company,,,England,,Live,03669098,Companies House,1998-11-17,,Sez-U Community Theatre Ltd,
R002520,Savant,"An employee owned business, Savant enterprises is a high quality IT Development and Consultancy organisation that takes an engineering approach to software development. On the 4th July 2001 the employees of Savant Group took over the company from the retiring founders in an Employee Buy Out.  The company is now owned by Savant Group - Employee Benefit Trust to which all eligible staff belong. 

The Employees Own Savant
Why Not a Management Buy Out?

The existing management team acknowledged that the main assets of the company go home every night. Without the good will and co-operation of the staff, Savant could not provide the levels of service and support we believe our customers have a right to expect - after all we charge them for it. So the idea of an EBO was born out of the spirit of co-operation - but not necessarily of a co-operative.The current structure and ownership is therefore a two-way street. The company gains commitment from the staff and encourage their involvement,",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"Dalton Hall Business Centre
Dalton Lane
Burton-in-Kendal",Carnforth,Cumbria,LA6 1BL,GB,,http://www.savant.co.uk,,,,,02077844,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,62012,Workers,Company,,,England,,Live,02077844,Companies House,1986-11-27,,Savant Limited,
R003287,Theatre Absolute Limited,"Theatre Absolute is an award winning new writing theatre company.  Founded in 1992, and based in Coventry, the company is a Key Regional Organisation, funded by Arts Council England, West Midlands. We commission, produce and tour new plays which are bold, uncompromising and contemporary.  Ultimately, we aim to give to our audience a total theatre experience that is exciting, compelling and entertaining. Theatre Absolute are committed to working with new artists at every possible opportunity; we constantly seek out new creative impulses to compliment and drive forward the artistic vision of the company's core members, Chris O'Connell (Artistic Director and writer) and Julia Negus (Producer).",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,38 City Arcade,Coventry,Coventry,CV1 3HW,GB,,http://www.theatreabsolute.co.uk,,,,,02966897,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Arts and Culture,"Arts, Entertainment and Recreation",90030,Workers,Company,,,England,,Live,02966897,Companies House,1994-09-12,,Theatre Absolute Limited,
R003291,The Zebra Collective,"A workers co-operative delivering equality and related training to all sectors and provide services in the field of community work, social work and education.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"225 Marlborough House
Granby Way",Plymouth,Plymouth,PL1 4HQ,GB,,http://www.zebra.coop,,,,,04819802,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Company,,,England,,Live,04819802,Companies House,2003-07-03,,The Zebra Collective Ltd,
R003395,Media 19,"A19 Film and Video: - The oldest trading co-operative in Sunderland was launched in 1985.

The Company specialises in documentary films and over the last year or so they have produced the following: 'Funeral Rights' - BBC North East. 'Angel of the North' - Channel 4 series. 'The Jewel in the Cap' - Channel 4 documentary. 'Catch 22' - BBC North East. 'Wear not for sale' - BBC 2",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,5 Regent Terrace,Gateshead,Gateshead,NE8 1LU,GB,,http://www.media19.co.uk,,,,,02084499,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,59113,Workers,Company,,,England,,Live,02084499,Companies House,1986-12-16,,A19 Film and Video Limited,
R002901,Just Fair Trade,"A workers co-operative, Just Fair Trade is Leicester's first exclusively fair trade shop. Set up as a worker's co-operative, it sells a huge range of fairly traded products from the developing world.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,36-38 Silver Street,Leicester,Leicester,LE1 5ET,GB,,http://www.justfairtrade.com,,,,,04054074,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47190,Workers,Company,,,England,,Live,04054074,Companies House,2000-08-16,,Just Fair Trade Limited,
R002908,Shepshed Carers,"A homecare co-operative set up in 1994 by a group of care workers.  It now has seventy employees delivering around 850 hours of homecare services each week throughout the Loughborough area, mainly for older people.  80% of it's work comes through local authority contracts.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Suite 1B, Field House
19-23 Field Street
Shepshed",Loughborough,Leicestershire,LE12 9AL,GB,,http://www.shepshedcarers.co.uk/,,,,,02897384,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88100,Workers,Company,,,England,,Live,02897384,Companies House,1994-02-11,,Shepshed Carers Limited,
R002923,Energy Development Co-operative,"A workers co-operative. The Energy Development Co-operative is based in Oulton Broad, Suffolk, UK. The organisation was founded in early 1997 and was incorporated in March of 1998. The EDC is a workers co-operative, aiming to provide democratic employment for all EDC members. Our core business is supplying renewable energy technologies. We design standalone energy systems, using solar and wind energy as the power source. Our experienced System Design Consultants can design power systems for a wide variety of applications, for use anywhere around the world.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA230,,"108 Lackford Close
Brundall",Norwich,Norfolk,NR13 5NL,GB,,http://www.solar-wind.co.uk,,,,,03522841,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Energy and Environment,"Electricity, Gas, Steam and Air Con",35100,Workers,Company,,,England,,Live,03522841,Companies House,1998-03-06,,Energy Development Co-operative Limited,
R005524,Bristol Plumbing Co-operative,"Based in the Redland, Bristol Plumbing Co-operative. provide quality plumbing solutions at reasonable prices. Our plumbers are all UK trained and qualified to the highest standards in Europe. Bristol Plumbing aims to provide you with complete solutions for the design, supply and installation of environmental plumbing including gas boilers, rainwater tanks, solar hot water, storm water systems, water saving devices and all other plumbing works.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,73 Gloucester Street,Bristol,"Bristol, City of",BS5 6QF,GB,,http://www.bristol-plumbing.com,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Construction,43220,Workers,Society,,,England,,Live,30993R,FCA,2010-06-23,,Bristol Plumbing Co-operative Limited,
R004773,The Cave Co-operative,A worker co-operative sustainable architectural design consultancy.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"Siddeley House
50 Canbury Park Road",Kingston-upon-Thames,Kingston upon Thames,KT2 6LX,GB,,http://www.cave.coop,,,,,06845150,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",71111,Workers,Company,,,England,,Live,06845150,Companies House,2009-03-12,,The Cave Co-operative Ltd,
R004776,Tinne Beag Workers Co-operative,"The Doon of May is a conifer plantation associated with an Iron Age hill fort in Dumfries and Galloway, south-west Scotland. Located around 14 kilometres (8.7 mi) west of Wigtown on the Machars peninsula, it is in the parish of Mochrum in the traditional county of Wigtownshire. The plantation was purchased from the Forestry Commission by the Tinne Beag Workers’ Co-operative in 1999 the co-operative has been managing the woodland for sustainable use of both timber and non-timber forest products, while increasing biodiversity and restoring native vegetation types where possible.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA30,,"Doon of May
Mochrum Loch",Newton Stewart,Dumfries and Galloway,DG8 9RR,GB,,,,,,,SC200995,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Agriculture,"Agriculture, Forestry and Fishing",02100,Workers,Company,,,Scotland,,Live,SC200995,Companies House,1999-10-22,,Tinne Beag Workers Co-operative Limited,
R004661,The Communications Co-operative,"The Communications Co-operative is a worker co-operative who offer professional affordable and effective PR, marketing and communication services to third sector, charitable and public sector organisations.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,3 Enslin Gardens,Newcastle,Newcastle upon Tyne,NE6 3ST,GB,,http://www.thecommunicationscooperative.co.uk,,,,,06748311,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Digital, Media and Communication",Information and Communication,63910,Workers,Company,,,England,,Live,06748311,Companies House,2008-11-13,,The Communications Co-operative Limited,
R004782,The Handmade Bakery,"The Handmade Bakery (Marsden) provides traditionally baked bread for the local community. As a worker co-operative, it also provides education around bread, and the environmental, political and social aspects of food production.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"6 Upper Mills
Canal Side Slaithwaite",Huddersfield,Kirklees,HD7 5HA,GB,,http://www.thehandmadebakery.coop,,,,,06850555,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56000,Workers,Company,,,England,,Live,06850555,Companies House,2009-03-18,,The Handmade Bakery (Marsden) Ltd,
R005019,Cloudbase Paragliding,Cloudbase Paragliding is a worker co-operative established in 2009 to provide paragliding training in the UK and overseas and paragliding services.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"50 Rowan Way, Burghfield",Reading,West Berkshire,RG30 3SL,GB,,http://www.cloudbaseparagliding.com,,,,,06887967,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Sports and Recreation,"Arts, Entertainment and Recreation",93120,Workers,Company,,,England,,Live,06887967,Companies House,2009-04-27,,Cloudbase Paragliding Ltd,
R005020,Cloudbase Trading,Cloudbase Trading is a worker co-operative established in 2009 to provide paragliding equipment and the servicing of such equipment.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA280,,"50 Rowan Way, Burghfield",Reading,West Berkshire,RG30 3SL,GB,,http://www.cloudbaseparagliding.com,,,,,06888016,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Sports and Recreation,"Arts, Entertainment and Recreation",93120,Workers,Company,,,England,,Live,06888016,Companies House,2009-04-27,,Cloudbase Trading Ltd,
R005158,Sunshine Care CIC,"Sunshine Care was formed by a group of former local authority care workers in Rochdale to support people with short and long term needs, enabling them to have control of their well being, and enhancing their quality of life.

The business strives to be the best provider of support for adults and strongly believes in the values of being a co-operative, using the experience and skills of its workforce to benefit customers and their families and friends. Its services include personal care, domestic services, support for socialising, and palliative care.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,501A Oldham Road,Rochdale,Rochdale,OL16 4TF,GB,,,,,,,07008268,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88990,Workers,Community Interest Company,,,England,,Live,07008268,Companies House,2009-09-03,,Sunshine Care (Rochdale) C.I.C,
R005542,Birmingham Bike Foundry,"A worker co-operative, recycling donated bikes and selling them affordably in the local community, providing maintenance and proficiency training to school children and members of the public.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA260,,"1539 Pershore Road
Selly Park",Birmingham,Birmingham,B30 2JH,GB,,http://www.birminghambikefoundry.org,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Retail,Wholesale and Retail; Vehicle Repair,47000,Workers,Society,,,England,,Live,31015R,FCA,2010-07-29,,Birmingham Bike Foundry Limited,
R005543,Kingsthorpe Upper Crust Catering Service,Catering services and the provision of school meals.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,"Chancery House
52 Sheep Street",Northampton,West Northamptonshire,NN1 2LZ,GB,,,,,,,02598658,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,"Food service, Accommodation and Pubs",Accommodation and Food Services,56290,Workers,Company,,,England,,Live,02598658,Companies House,1991-04-05,,Kingsthorpe Upper Crust Catering Service Limited,
R005545,Architectural Co-operative,"Architectural services, building surveying, project management, clerk of works services",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"552-554 Bristol Road
Selly Oak",Birmingham,Birmingham,B29 6BD,GB,,http://www.architecturalcooperative.co.uk,,,,,07324898,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",71111,Workers,Company,,,England,,Live,07324898,Companies House,2010-07-23,,Architectural Co-operative Ltd,
R005171,Honey Architecture LLP,"A worker co-operative, architecture business based in Cumbria.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS115,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA110,,"c/o JL Winder & Co Accountants
125 Ramsden Square",Barrow-in-Furness,Cumbria,LA14 1XA,GB,,http://www.h-o-n-e-y.co.uk,,,,,OC349098,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Professional and Legal services,"Professional, Scientific and Technical",71100,Workers,LLP,,,England,,Live,OC349098,Companies House,2009-09-30,,Honey Architecture LLP,
R005581,Fusion Glass Co-operative,Artists co-operative,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"Flat 3, St Martins Court
Ullswater Road",London,Lambeth,SE27 0AN,GB,,http://www.studiofusiongallery.co.uk,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,32100,Workers,Society,,,England,,Live,31077R,FCA,2010-10-15,,Fusion Glass Co-operative Limited,
R005177,Renewable Energy Co-operative (R-ECO),"The Renewable Energy Co-operative is a workers' co-operative providing high quality, competitively priced renewable energy systems for homeowners, communities and building developers. We also actively engage with the communities within which we work, providing information, education and raising awareness of energy issues.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA70,,8 Benson Place,Oxford,Oxfordshire,OX2 6HQ,GB,,http://www.r-eco.coop,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Construction,43999,Workers,Society,,,England,,Live,4004,FCA,2014-11-21,,Renewable Energy Co-operative Limited,
R005180,V3 Power,"A renewable energy worker co-operative. We  build, install, run courses and teach about DIY Renewable energy technologies.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Lawn Cottage
Wyver Lane",Belper,Derbyshire,DE56 2EF,GB,,http://www.v3power.co.uk,,,,,07053663,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85590,Workers,Company,,,England,,Live,07053663,Companies House,2009-10-22,,V3 Power Limited,
R005588,Midshires Clothing,"Midshires clothing is a worker co-operative providing garment manufacturing and embellishment services to healthcare, catering, education and workwear sectors. The company was formed by directors from Co-operative Brightkidz and former Queen Eleanor to fulfill a need for UK made products and preserve local skills in the clothing industry.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA90,,"17 The Business Exchange
Rockingham Road",Kettering,Northamptonshire,NN16 8JX,GB,,http://www.midshiresclothing.co.uk,,,,,07397474,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Manufacturing,Manufacturing,14120,Workers,Company,,,England,,Live,07397474,Companies House,2010-10-05,,Midshires Clothing Factory Ltd,
R003806,Primate Productions,"Primate Productions was set up by 6 directors as a workers cooperative, not for profit organisatiion. We specialise in film, multi media projects and screening events. We have skills in all areas of film production and have produced award winning dramas and documentaries.

We set up Primate in 2007 mainly producing films and running film making workshops, however the company has evolved over the years. As well as making films we organise the annual Whitley Bay Film festival, celebrating film in unique locations around North Tyneside.

The Co-operative provides high quality film-making and offers social and educational opportunities for young people.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA120,,11 York Road,Whitley Bay,North Tyneside,NE26 1AB,GB,,http://www.primateproductions.org,,,,,06430335,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Other,Other Service Activities,96090,Workers,Company,,,England,,Live,06430335,Companies House,2007-11-19,,Primate Productions Ltd,
R005185,Brownhill Playgroup,"A warm welcome awaits you and your toddler at Brownhill Playgroup. Our small, independent playgroup has been established over 46 years. Our friendly, caring staff are all CRB checked and qualified in childcare up to a level four NVQ. We are a non-profit, community social enterprise.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Trinity United Reformed Church Hall
Brownhill Road",Blackburn,Blackburn with Darwen,BB1 9QY,GB,,http://www.brownhillplaygroup-blackburn.co.uk/,,,,,07068705,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,88910,Workers,Company,,,England,,Live,07068705,Companies House,2009-11-06,,Brownhill Playgroup Limited,
R005191,Kilburn Primary Care Co-op,"Kilburn Primary Care Co-op is a not for profit social enterprise that specialises in the provision of high quality primary care services.
 
Founded in 2009 by twelve general practices in south Brent, Kilburn Primary Care Co-op’s ethos is about improving the health and wellbeing of local communities and putting patients at the centre of care.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"C/O Revel Accountants Ltd
45 Liphook Road",Haslemere,Surrey,GU27 1NL,GB,,http://www.kilburnprimarycare.co.uk,,,,,07095014,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86210,Workers,Company,,,England,,Live,07095014,Companies House,2009-12-04,,Kilburn Primary Care Co-op Limited,
R005065,Weston Community Developments,Weston Community Developments is a worker co-operative established to promote the wholeness and wellbeing of the people who live on the Weston Estate.,https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Weston Lane Surgery 
The Centre for Healthy Living 
Weston Lane",Southampton,Southampton,SO19 9GH,GB,,,,,,,06922117,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Health and Social Care,Human Health and Social Work,86900,Workers,Company,,,England,,Live,06922117,Companies House,2009-06-02,,Weston Community Developments Limited,
R005070,Hidden Voice Language School,"We supply and run ESOL skills for life and Int English language teaching systems course on behalf of foreign and British nationals residing in Swindon and Wiltshire. We also deliver a wide variety of document translation, interpretation and website translation/dtp provisions",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"1 Sheringham Court
Lyden",Swindon,Swindon,SN3 6HJ,GB,,,,,,,,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85320,Workers,Society,,,England,,Live,30719R,FCA,2009-06-30,,Hidden Voice Language School Limited,
R006219,XTalk Project,"The x:talk project is a sex worker-led workers co-operative which approaches language teaching as knowledge sharing between equals and regards the ability to communicate as a fundamental tool for sex workers to work in safer conditions, to organise and to socialise with each other.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50,https://dev.lod.coop/essglobal/2.1/standard/activities-ica/ICA270,,"Unit G05, 5 Pundersons Gardens
Bethnal Green",London,Tower Hamlets,E2 9QG,GB,,http://www.xtalkproject.net,,,,,07431267,,https://dev.lod.coop/essglobal/2.1/standard/base-membership-type/BMT30,,,,,,Education,Education,85600,Workers,Company,,,England,,Live,07431267,Companies House,2010-11-05,,XTalk Project Limited,
